symbole,ticker_name,date,cloture,volume,daily_return,volume_zscore,return_zscore,volume_anomaly,price_anomaly,combined_anomaly,status,matched_headline,matched_news_date,gap_days,category,source,priority,baseline_volume,recent_volume,decline_ratio,last_active_date,days_since_active,index_return,index_return_zscore,co_flagged_count,excess_return,tag,ai_assessment,ai_reasoning
SITS,SITS,2025-10-01,3.0,224143.0,-0.1549295774647886,19.922586733336228,-3.324665756705978,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0014124168532287,0.0884058725187988,0.0,-0.1563419943180174,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 19.92, combined with a relatively low return z-score of -3.32 and no matching company news (as the move is flagged as COMPANY_SPECIFIC), suggests that this move may be worth investigating, especially since it did not coincide with a broad market move and there were no other tickers flagged on the same day."
SMART,SMART TUNISIE,2025-12-05,18.65,24386.0,0.0477528089887639,3.628299172957954,3.134578829701032,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0050755268699906,0.9780750725202072,0.0,0.0426772821187732,COMPANY_SPECIFIC,worth_investigating,"The anomaly is driven by a moderately high volume z-score of 3.63 and return z-score of 3.13, with an excess return of 0.0427 that is not explained by a broad market move, and this is the first time this ticker has appeared in the watchlist, suggesting it may be worth further investigation."
SMD,SANIMED,2023-04-11,1.99,120405.0,0.2134146341463414,36.24487841545394,5.4143552748699895,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0006114869587943,0.1306159793689081,4.0,0.2128031471875471,MARKET_WIDE,likely_noise,"The high volume z-score of 36.24 and return z-score of 5.41 may indicate a significant trading anomaly, but the 'MARKET_WIDE' tag suggests that the move coincided with a broader market trend, and the presence of other flagged tickers on the same day supports this interpretation."
SOKNA,ESSOUKNA,2025-11-25,2.92,47274.0,0.0735294117647058,16.651645602011495,3.017025027989657,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0014685109087761,-0.9136086188213324,1.0,0.074997922673482,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 16.65 and return z-score of 3.02 suggest a significant move that may not be solely due to market-wide trends, given the tag_from_index_check indicates a company-specific event, and with only 2 prior flags for this ticker, it doesn't appear to be a chronic offender."
SOKNA,ESSOUKNA,2025-11-28,3.35,87759.0,0.1472602739726027,13.19501334230688,5.80620206211936,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0039215237921021,0.6176293493647834,2.0,0.1433387501805005,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 13.19 and return z-score of 5.81, combined with the moderate excess return of 0.143 vs the index, suggest a significant and isolated move for SOKNA, making it worth further investigation."
SOMOC,SOMOCER,2021-10-12,0.91,171787.0,0.058139534883721,8.6174613300075,5.209021424847892,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0020576046615151,-0.8058822449539979,1.0,0.0601971395452361,COMPANY_SPECIFIC,uncertain,"The high volume and return z-scores suggest a significant anomaly, but the fact that this ticker has been flagged 8 times before and there was another ticker flagged on the same day raises uncertainty about whether this is a genuine issue or chronic illiquidity noise."
SOMOC,SOMOCER,2022-07-05,0.84,123115.0,0.0370370370370369,4.995750901511072,3.2270628880160666,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0027596558014645,-1.2107532719526073,5.0,0.0397966928385014,MARKET_WIDE,uncertain,"The high volume z-score and return z-score suggest a significant move, but the presence of a market-wide move and the fact that this ticker has been flagged many times before (8 times) introduces uncertainty, as it could be due to either chronic illiquidity noise or a genuine anomaly."
SOMOC,SOMOCER,2022-07-06,0.88,196031.0,0.0476190476190476,7.068329884558455,3.760659978439001,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0026485418342854,0.6186185638614812,2.0,0.0449705057847621,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of 3.76 and the large volume z-score of 7.07, combined with a moderate excess return vs the index, suggest a significant move that may not be entirely due to market-wide factors, but the fact that it occurred with other tickers being flagged the same day and that this ticker has been flagged multiple times before introduces some uncertainty."
SOMOC,SOMOCER,2022-08-31,0.9,292784.0,0.0588235294117647,3.882944458062443,3.8204349819903456,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.011834068438407,3.602988695154441,2.0,0.0469894609733576,MARKET_WIDE,likely_noise,"The co_flagged_other_tickers_same_day count of 2 and the tag_from_index_check of MARKET_WIDE suggest that the move may be part of a broader market trend, and the repeat flags for this ticker may indicate chronic illiquidity noise, rather than a significant anomaly."
SOMOC,SOMOCER,2022-09-01,0.95,513374.0,0.0555555555555555,6.488812438769783,3.175222610437034,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0032575660394114,0.4972679565769994,8.0,0.052297989516144,MARKET_WIDE,likely_noise,"The high volume z-score of 6.49 could be a side effect of thin trading, especially considering this ticker has been flagged 8 times before, suggesting possible chronic illiquidity noise, and the move coincided with a broad market move, as indicated by the 'MARKET_WIDE' tag and 8 other tickers being flagged on the same day."
SOMOC,SOMOCER,2025-04-18,0.55,418519.0,0.3095238095238097,8.534706925482514,21.181799971285944,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0042944923360868,-1.5613845105303814,2.0,0.3138183018598965,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of 21.18 and volume z-score of 8.53, combined with a significant excess return versus the index of 0.31, suggest a notable and unusual price movement for SOMOCER that may warrant further investigation, despite the ticker appearing in the watchlist 8 times."
SOMOC,SOMOCER,2025-05-05,0.76,361680.0,0.3818181818181816,5.250290570276779,8.887401885840411,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0068224792675899,1.378289881430675,4.0,0.3749957025505916,MARKET_WIDE,uncertain,"The high return z-score of 8.887 suggests a significant move, but the presence of a market-wide move and four other tickers flagged on the same day, along with this ticker's history of being flagged eight times, makes it difficult to determine if this is a genuine anomaly or just part of a broader market trend or chronic illiquidity noise."
SOMOC,SOMOCER,2026-01-26,0.63,148323.0,0.0677966101694915,3.854851400694625,3.144916560824514,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.002671888297101,0.1274188308945864,5.0,0.0651247218723904,MARKET_WIDE,likely_noise,The moderate z-scores (3.854851400694625 for volume and 3.144916560824514 for return) combined with a market-wide move and the ticker appearing 8 times in the watchlist suggest this could be a Chronic illiquidity noise rather than a significant anomaly.
SOPAT,SOPAT,2022-03-14,1.42,11041.0,0.0923076923076922,3.439510892014664,3.454739836089708,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0165509363892439,5.549420746597894,20.0,0.0757567559184482,MARKET_WIDE,likely_noise,"The flag coincided with a market-wide move, as indicated by the 'MARKET_WIDE' tag, and there were 20 other tickers flagged on the same day, suggesting this move was likely part of a broader market trend rather than a unique anomaly for SOPAT."
SOTET,SOTETEL,2022-07-27,2.99,27930.0,0.0565371024734981,5.157355988935465,3.5812558319147363,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-9.227765957864342e-05,-0.3685868881174408,1.0,0.0566293801330767,COMPANY_SPECIFIC,worth_investigating,"The return z-score of 3.58 and volume z-score of 5.16 suggest a significant move, and with this being a company-specific move according to the index check, it warrants further investigation, especially since the ticker has not been flagged excessively, appearing in the watchlist only 4 times."
SOTET,SOTETEL,2022-07-28,3.16,52108.0,0.0568561872909698,8.663787989798665,3.214545408950551,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0009007650653931,-0.026340145112489,4.0,0.0559554222255766,MARKET_WIDE,likely_noise,"The high volume z-score of 8.663787989798665 could be a side effect of thin trading, and with the 'MARKET_WIDE' tag, the move may be explained by a broad market shift, rather than a unique event for SOTET."
SOTET,SOTETEL,2025-04-11,6.02,43367.0,-0.0519685039370079,3.2648744665832545,-3.4724343784186065,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0001723928306358,-0.4154716462892758,4.0,-0.0521408967676437,MARKET_WIDE,likely_noise,"The anomaly is likely noise because it coincided with a broad market move as indicated by the 'MARKET_WIDE' tag, and the z-scores, although notable, are not extremely high, suggesting that the move might be attributed to the market-wide activity rather than a specific issue with the ticker itself."
SOTET,SOTETEL,2025-12-31,5.21,34136.0,0.0378486055776894,9.078482780818332,3.093724281294058,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0062334335580471,1.5549456490119045,3.0,0.0316151720196422,MARKET_WIDE,likely_noise,"The high volume z-score of 9.078482780818332 may be a side effect of thin trading, and the move coincided with a broad market move as indicated by the 'MARKET_WIDE' tag, making it less likely to be a significant anomaly."
SOTUV,SOTUVER,2024-09-12,11.45,126268.0,-0.0418410041841004,16.10430761204334,-5.626529512343977,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0010347955102961,-0.4028858812930804,2.0,-0.0408062086738042,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 16.10, combined with a significant return z-score of -5.63 and a non-broad market move indicator, makes this anomaly worth further investigation, especially given that this ticker is not a chronic offender with only 1 appearance in the watchlist."
SPDIT,SPDIT - SICAF,2022-04-11,8.0,551009.0,-0.0804597701149424,294.63577087558417,-5.860739486211287,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0029974375615433,0.7831540920067019,1.0,-0.0834572076764857,COMPANY_SPECIFIC,uncertain,"The extremely high volume z-score of 294.64 suggests a significant anomaly, but the fact that this ticker has been flagged 6 times before and there's at least one other ticker flagged on the same day makes it difficult to determine if this is a genuine issue or just a result of chronic illiquidity or market-wide movement."
SPDIT,SPDIT - SICAF,2024-04-23,9.53,22270.0,0.0916380297823595,4.772084178940191,3.4874659282731386,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0003465737760646,-0.21704871511226,7.0,0.0912914560062948,MARKET_WIDE,likely_noise,"The flagged anomaly is likely noise due to the market-wide movement, as indicated by the 'MARKET_WIDE' tag, and the ticker has been flagged multiple times before, suggesting it may be a chronic offender."
SPDIT,SPDIT - SICAF,2024-07-29,12.7,6141.0,0.0854700854700853,3.9190200819062673,4.3178264236653705,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0028212572518767,-1.1062024679965587,1.0,0.088291342721962,COMPANY_SPECIFIC,worth_investigating,"The high z-scores for volume and return (3.92 and 4.32, respectively) and the moderate excess return versus the index (0.088) suggest a notable move that may not be solely attributed to market-wide factors, especially given that this ticker is not a chronic offender despite appearing in the watchlist 6 times."
SPDIT,SPDIT - SICAF,2024-11-07,11.92,9000.0,-0.0448717948717949,7.666446709611962,-3.075414523877017,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0007488886066303,-0.2566180920323585,1.0,-0.0441229062651645,COMPANY_SPECIFIC,uncertain,"The high volume z-score of 7.67 suggests a significant spike, but the return z-score is negative and relatively modest at -3.08, and the ticker has been flagged multiple times before, which could indicate chronic illiquidity noise, making it difficult to determine the significance of this anomaly."
SPDIT,SPDIT - SICAF,2024-11-12,11.23,8382.0,-0.0641666666666666,4.340089983486533,-3.83872399740366,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.003178771335775,-0.9995917434184708,3.0,-0.0609878953308915,MARKET_WIDE,uncertain,"The moderate to high z-scores for volume and return could indicate a notable event, but the presence of a market-wide move and the ticker being flagged multiple times before makes it difficult to determine the significance of this anomaly."
SPDIT,SPDIT - SICAF,2025-09-05,12.86,11823.0,0.0412955465587043,8.750794751697395,8.223855276213932,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0013959627420052,0.1676574328960725,1.0,0.039899583816699,COMPANY_SPECIFIC,likely_noise,"The high z-scores (>8) could be a side effect of thin trading, especially given that the ticker has been flagged multiple times before, suggesting chronic illiquidity noise, and the presence of another flagged ticker on the same day may indicate a broader market move."
STB,STB BANK,2025-10-03,3.74,174932.0,-0.0459183673469386,3.009794843611396,-3.0768206209159623,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.007847161610836,-2.8927267577455336,2.0,-0.0380712057361025,MARKET_WIDE,likely_noise,"The anomaly is likely noise due to the presence of a market-wide move, as indicated by the 'MARKET_WIDE' tag, and the relatively moderate z-scores of 3.01 for volume and -3.08 for return, which do not strongly suggest an isolated event."
STB,STB BANK,2026-04-07,4.47,120023.0,0.0542452830188677,4.6033911946634,3.5432512461701493,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0019232391396035,-0.111456994283612,1.0,0.0523220438792641,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 4.603 and return z-score of 3.543, combined with a moderate excess return vs index of 0.052, suggest a significant and isolated move for STB Bank, which has only been flagged twice before, making it worth further investigation."
STIP,STIP,2021-11-19,1.7,176721.0,-0.15,231.57827885396327,-3.086245978529312,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0002702095403877,0.2935652669218535,1.0,-0.1502702095403877,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 231.58, combined with a moderate negative return z-score of -3.09 and an isolated move (excess return vs index of -0.15) on a ticker that is not a chronic offender (appears in watchlist only 1 time), suggests that this anomaly may be worth further investigation."
STPAP,SOTIPAPIER,2025-05-02,3.72,49777.0,-0.0582278481012658,3.989564703325707,-4.52334418803005,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.004078566062037,-1.5221143819321423,2.0,-0.0541492820392287,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of -4.52334418803005 and significant volume z-score of 3.989564703325707, combined with a relatively low number of times this ticker appears in the watchlist, suggest this anomaly may be worth further investigation, despite the presence of other flagged tickers on the same day."
STPAP,SOTIPAPIER,2026-04-16,2.79,19426.0,0.0568181818181818,4.574720597301134,3.394415609978221,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0063494543477689,0.6846868497522159,4.0,0.0504687274704129,MARKET_WIDE,uncertain,"The volume z-score of 4.57 and return z-score of 3.39 are notable, but the flag coincides with a market-wide move and there are other tickers flagged on the same day, making it unclear if this is worth investigating further."
STPIL,SOTRAPIL,2022-11-10,12.51,20232.0,-0.0362095531587057,19.98570805628613,-3.8489910936967897,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0028816085214501,-0.8864228451025589,1.0,-0.0333279446372555,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 19.98570805628613, combined with a significant negative return z-score of -3.8489910936967897 and the fact that this is not a chronic offender with only 2 appearances in the watchlist, suggests that this anomaly is worth further investigation, despite the company specific tag and a small excess return vs index."
STPIL,SOTRAPIL,2024-10-24,14.8,4027.0,0.0541310541310542,3.552983294610636,6.092753126918812,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-7.535956185544812e-05,-0.0102951680313976,2.0,0.0542064136929096,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of 6.09, combined with a relatively low co_flagged_count of 2, suggests a potentially significant and isolated move in the stock, and with the tag_from_index_check indicating a company-specific move, this warrants further investigation."
TGH,TAWASOL,2025-03-12,0.73,71111.0,0.123076923076923,3.493870711973276,5.053395770851942,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0144680843073392,3.5167284791480857,6.0,0.1086088387695837,MARKET_WIDE,likely_noise,"The high return_zscore could be indicative of a notable move, but the fact that it coincided with a broad market move and multiple other tickers were flagged on the same day suggests it may not be an isolated event, and the moderate volume_zscore doesn't strongly support an anomaly."
TGH,TAWASOL,2025-11-27,0.68,102830.0,0.0967741935483872,3.4049415847033067,5.447294000266911,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0016497255276762,-0.8970211778029892,1.0,0.0984239190760634,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of 5.447294000266911 and excess return vs index of 0.0984239190760634 suggest a large, isolated move that may be worth further investigation, and the fact that this is only the second time this ticker has appeared in the watchlist reduces the likelihood of it being chronic illiquidity noise."
TLNET,TELNET HOLDING,2022-09-12,7.43,16150.0,-0.059493670886076,3.0384123278214363,-5.1552619290952615,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0019216934313689,-1.036845850111508,5.0,-0.057571977454707,MARKET_WIDE,likely_noise,"The large return z-score is concerning, but the fact that there were 5 other tickers flagged on the same day and the move is labeled as 'MARKET_WIDE' suggests that the anomaly may be part of a broader market trend rather than a specific issue with this stock, and with this ticker appearing in the watchlist 4 times, it may indicate chronic illiquidity noise."
TLNET,TELNET HOLDING,2023-09-13,6.5,11450.0,-0.0427098674521354,3.0541221365276523,-3.9949419774692303,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.002323710385682,-0.957863120139906,1.0,-0.0403861570664533,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of -3.9949 and moderate volume z-score of 3.054 suggest a significant move, and the fact that it's categorized as company-specific and not a broad market move, along with the low excess return vs index, makes it notable, especially given the ticker doesn't appear to be a chronic offender with only 4 appearances in the watchlist."
TLNET,TELNET HOLDING,2026-03-27,7.39,83844.0,0.0572246065808297,8.759195671837078,3.9991280589179774,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0042186410474935,-0.9436191768420608,5.0,0.0614432476283232,MARKET_WIDE,likely_noise,"The high volume z-score of 8.76 could be a side effect of thin trading, and the fact that this ticker has been flagged 4 times before suggests chronic illiquidity noise, especially considering the market-wide move on the same day."
TLNET,TELNET HOLDING,2026-03-30,7.83,230819.0,0.0595399188092016,16.6190260726438,3.638031652337258,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0018200019970096,-0.5785497087955553,2.0,0.0613599208062112,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 16.62 and return z-score of 3.64 suggest a significant and isolated move for TELNET HOLDING, and with this being only the 4th time it has appeared in the watchlist, it does not seem like a chronic offender, making it worth further investigation."
TLS,TUNISIE LEASING & FACTORING,2025-12-19,32.3,45397.0,0.0453074433656957,7.704975837234257,3.115342448537292,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0021572916761216,0.3283120017912642,7.0,0.043150151689574,MARKET_WIDE,likely_noise,"The high volume z-score of 7.704975837234257 could be due to thin trading, and the fact that 7 other tickers were flagged on the same day with a 'MARKET_WIDE' tag suggests that the move may be attributed to a broad market move rather than a specific issue with this stock."
TPR,TPR,2026-05-15,15.62,191165.0,0.0597014925373133,4.911025567243269,3.450869243419532,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0093025956343639,1.1228878339654018,3.0,0.0503988969029493,MARKET_WIDE,likely_noise,"The anomaly on TPR is likely noise because it coincided with a market-wide move and had 3 other tickers flagged on the same day, suggesting it may be part of a broader market fluctuation rather than an isolated event, and the volume z-score of 4.911 is relatively high but not extremely high for an illiquid stock."
TRE,TUNIS RE,2025-05-16,8.0,53381.0,-0.0476190476190476,8.772402358321875,-3.31413618787468,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0023204005558372,0.1627817455108112,1.0,-0.0499394481748848,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 8.77, combined with a relatively low return z-score and no news or broad market explanation, makes this anomaly worth further investigation, especially given that this is the first time this ticker has appeared in the watchlist."
UADH,UADH,2022-06-01,0.65,220601.0,0.5853658536585367,6.202786296196493,7.375676312768003,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0006818489901043,-0.0691897340690274,1.0,0.5846840046684323,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of 7.375676312768003 and volume z-score of 6.202786296196493, combined with an excess return vs index of 0.5846840046684323, suggest a significant isolated move, and the fact that this ticker has only been flagged twice before adds to the plausibility that this is not just noise from chronic illiquidity."
UADH,UADH,2025-07-04,0.53,47234.0,0.1276595744680853,3.061386955004905,3.274290845767467,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0048548717019238,1.0310005612998288,3.0,0.1228047027661614,MARKET_WIDE,likely_noise,"The volume and return z-scores are relatively high but not excessively so, and the fact that there was a market-wide move on the same day with 3 other tickers flagged suggests that the anomaly may be due to broader market activity rather than a specific issue with this ticker."
UIB,UIB,2023-11-16,25.27,56985.0,0.0542344597413433,11.706983755315925,3.8081621091314286,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.000677845208024,0.3898810076954943,2.0,0.0535566145333192,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 11.71 and return z-score of 3.81 suggest a significant and isolated move, and with this being the first time the ticker appears in the watchlist, it may indicate a noteworthy event rather than chronic illiquidity noise."
UMED,UNIMED,2025-05-07,7.89,42029.0,0.0590604026845635,3.3374653319260426,7.032943435280656,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0045974776621977,0.7458381235279699,1.0,0.0544629250223657,COMPANY_SPECIFIC,worth_investigating,"The return z-score of 7.03 is high and the excess return vs index of 0.0545 suggests a large, isolated move, while the company_specific tag and low co_flagged_other_tickers_same_day of 1.0 indicate that the move may not be explained by broad market factors or news."
UMED,UNIMED,2025-06-23,8.0,103096.0,0.0526315789473683,8.684250115063259,3.297446286424295,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0021207987870022,0.4187097663815698,4.0,0.050510780160366,MARKET_WIDE,likely_noise,"The high volume z-score of 8.68 could indicate thin trading, and the market-wide tag suggests that the move may have been part of a broader market trend, rather than a specific issue with UMED stock."
WIFAK,WIFAK INT BANK,2024-07-02,8.55,136739.0,-0.0446927374301674,49.71194845827023,-3.672866308681716,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0012438390611034,-0.6745557576149007,2.0,-0.0434488983690639,COMPANY_SPECIFIC,worth_investigating,"The extremely high volume z-score of 49.71, combined with a moderate return z-score of -3.67 and a low excess return vs index, suggests a potentially significant and isolated move for WIFAK, especially since this is the first time the ticker appears in the watchlist, indicating it may not be a chronic offender."
SITS,SITS,,,,,,,,,,UNEXPLAINED,,,,,decay_detector,2,472778.0,8360.0,0.0176827178929645,2026-06-15,2.0,,,,,N/A (no single date),uncertain,"The decline ratio is low and the lack of other relevant information such as volume z-score, return z-score, and excess return, makes it difficult to draw a conclusion about the significance of this anomaly, and the fact that this ticker has been flagged multiple times adds to the uncertainty."
PLTU,PLACEMENTS DE TUNISIE - SICAF,,,,,,,,,,UNEXPLAINED,,,,,decay_detector,2,40255.0,6652.0,0.1652465532232021,2026-06-10,7.0,,,,,N/A (no single date),uncertain,"The assessment is uncertain due to the absence of key metrics such as volume z-score, return z-score, excess return versus index, and the number of co-flagged other tickers on the same day, making it difficult to evaluate the significance of the anomaly with a decline ratio of 0.1652465532232021."
SOTEM,SOTEMAIL,,,,,,,,,,UNEXPLAINED,,,,,decay_detector,2,172.0,2742.0,15.94186046511628,2026-01-02,166.0,,,,,N/A (no single date),uncertain,"The provided data is incomplete, with many fields being NaN, making it impossible to draw a meaningful conclusion about the flagged anomaly, and the decline ratio alone is not sufficient to determine the plausibility of the anomaly without additional context."
